Subscription type: 7
Trying 127.0.0.1:40001...
Connected to 127.0.0.1:40001
Message_type information: P - Market status, M - Quote, T - Trade
P, REL, 3

M, 200000, REL, 100.5, 1, 0

M, 200001, REL, 101.5, 1, 0

M, 200002, REL, 102.5, 1, 0

M, 200003, REL, 103.5, 1, 0

M, 200004, REL, 104.5, 1, 0

M, 200005, REL, 105.5, 1, 0

M, 200006, REL, 106.5, 1, 0

M, 200007, REL, 107.5, 1, 0

M, 200008, REL, 108.5, 1, 0

M, 200009, REL, 109.5, 1, 0

M, 200010, REL, 110.5, 1, 0

M, 200011, REL, 111.5, 1, 0

M, 200012, REL, 112.5, 1, 0

M, 200013, REL, 113.5, 1, 0

M, 200014, REL, 114.5, 1, 0

M, 200015, REL, 115.5, 1, 0

M, 200016, REL, 116.5, 1, 0

M, 200017, REL, 117.5, 1, 0

M, 200018, REL, 118.5, 1, 0

M, 200019, REL, 119.5, 1, 0

M, 200020, REL, 120.5, 1, 0

M, 200021, REL, 121.5, 1, 0

M, 200022, REL, 122.5, 1, 0

M, 200023, REL, 123.5, 1, 0

M, 200024, REL, 124.5, 1, 0

M, 200025, REL, 125.5, 1, 0

M, 200026, REL, 126.5, 1, 0

M, 200027, REL, 127.5, 1, 0

M, 200028, REL, 128.5, 1, 0

M, 200029, REL, 129.5, 1, 0

M, 200030, REL, 130.5, 1, 0

M, 200031, REL, 131.5, 1, 0

M, 200032, REL, 132.5, 1, 0

M, 200033, REL, 133.5, 1, 0

M, 200034, REL, 134.5, 1, 0

M, 200035, REL, 135.5, 1, 0

M, 200036, REL, 136.5, 1, 0

M, 200037, REL, 137.5, 1, 0

M, 200038, REL, 138.5, 1, 0

M, 200039, REL, 139.5, 1, 0

M, 200040, REL, 140.5, 1, 0

M, 200041, REL, 141.5, 1, 0

M, 200042, REL, 142.5, 1, 0

M, 200043, REL, 143.5, 1, 0

M, 200044, REL, 144.5, 1, 0

M, 200045, REL, 145.5, 1, 0

M, 200046, REL, 146.5, 1, 0

M, 200047, REL, 147.5, 1, 0

M, 200048, REL, 148.5, 1, 0

M, 200049, REL, 149.5, 1, 0

M, 200050, REL, 150.5, 1, 0

M, 200051, REL, 151.5, 1, 0

M, 200052, REL, 152.5, 1, 0

M, 200053, REL, 153.5, 1, 0

M, 200054, REL, 154.5, 1, 0

M, 200055, REL, 155.5, 1, 0

M, 200056, REL, 156.5, 1, 0

M, 200057, REL, 157.5, 1, 0

M, 200058, REL, 158.5, 1, 0

M, 200059, REL, 159.5, 1, 0

M, 200060, REL, 160.5, 1, 0

M, 200061, REL, 161.5, 1, 0

M, 200062, REL, 162.5, 1, 0

M, 200063, REL, 163.5, 1, 0

M, 200064, REL, 164.5, 1, 0

M, 200065, REL, 165.5, 1, 0

M, 200066, REL, 166.5, 1, 0

M, 200067, REL, 167.5, 1, 0

M, 200068, REL, 168.5, 1, 0

M, 200069, REL, 169.5, 1, 0

M, 200070, REL, 170.5, 1, 0

M, 200071, REL, 171.5, 1, 0

M, 200072, REL, 172.5, 1, 0

M, 200073, REL, 173.5, 1, 0

M, 200074, REL, 174.5, 1, 0

M, 200075, REL, 175.5, 1, 0

M, 200076, REL, 176.5, 1, 0

M, 200077, REL, 177.5, 1, 0

M, 200078, REL, 178.5, 1, 0

